Nombre,PadreID,PadreText,Rama,Carácter,Nivel,Orden,Suborden,Ministerio,Tipo de Documento,Número de Documento,Sigla,Teléfono 1,Teléfono 2,Teléfono 3,Fax,Sitio Web,Dirección,Departamento,Municipio,Representante Legal,Latitud,Longitud,Descripcion,imagen,
Alcaldía Municipal de Flandes en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73275,,5775727200,,,5782404935,http://www.flandes-tolima.gov.co,Carrera 8 con Calle 12 esquina,TOLIMA,FLANDES,,5.804882,-73.969979,"Nuestra alcaldia busca Empoderar a las comunidades para que sean orientadoras de su propio desarrollo, coparticipes y corresponsables junto con la Alcaldia Municipal delagestiòn y el trabajo que demande hacer de Flandes un municipio con màs y mejores oportunidades para toda la poblaciòn que ocupa el territorio.",https://sites.google.com/site/alexisrinconc2/logo.jpg,
Alcaldía Municipal de Florencia en Caquetá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,18001,,5718566027,,,5784366494,http://www.florencia-caqueta.gov.co,Carrera 12 Calle 15 Esquina,CAQUETÁ,FLORENCIA,,3.326089,-76.236227,"Nuestra alcaldia busca Promover el desarrollo a escala humana en los habitantes de Florencia, generando condiciones favorables para la integración regional, nacional e internacional. La generación de capacidades y oportunidades, serán el referente para construir un modelo de ciudad ordenada, más incluyente, segura, democrática y sostenible.",http://florencia-caqueta.gov.co/apc-aa-files/35343162623561623362316338306430/logo.png,
Alcaldía Municipal de Florencia en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19290,,5727777292,,,5727264696,http://www.florencia-cauca.gov.co,Carrera 12 Calle 15 Esquina,CAUCA,FLORENCIA,,7.063101,-73.086116,"La alcaldia municipal busca ordenar el territorio y eficazmente construir las obras que demande el progreso municipal planificando el desarrollo económico social y ambiental del territorio Florenciano, de conformidad con las leyes y normas dado satisfacción de manera eficiente a las necesidades insatisfechas de salud, educación, agua potable, servicio públicos domiciliarios, vivienda, recreación, deporte y cultura, enfatizando nuestra atención en la niñez, la mujer, la tercera edad y personas en situación de discapacidad física, psíquica o mental, persona con discapacidad auditiva, entre otras.",http://florencia-cauca.gov.co/apc-aa-files/39613533613563356336643230313038/bandera_escudo.png,
Alcaldía Municipal de Floresta en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15276,,5757657333,,,5787863094,http://www.floresta-boyaca.gov.co,Carrera 4 # 4 - 61,BOYACÁ,FLORESTA,,4.486294,-73.895462,"Nuestra alcaldía busca administrar con eficiencia y eficacia los recursos publicos para buscar mejorar dia a dia el bienestar de la poblacion aplicando principios de equidad e igualdad, protegiendo el entorno y garantizando la sostenibilidad para nuestras futuras generaciones",http://floresta-boyaca.gov.co/apc-aa-files/33373331303539613062353633323331/escudo-floresta-pequeo.jpg,
Alcaldía Municipal de Florián en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68271,,5727423294,,,,http://www.florian-santander.gov.co,Calle 4 # 1a - 45,SANTANDER,FLORIÁN,,10.889576,-72.852035,"Nuestra alcaldia busca  ser el instrumento de trabajo para esta Administración Municipal y toda la comunidad Florianense, que fijara un Norte claro a seguir, donde sus principales fundamentos se orientan a mejorar la calidad de vida de todos sus habitantes y convertir a Florián en un Municipio prospero y sostenible en el tiempo.",http://florian-santander.gov.co/apc-aa-files/35393561306165306438613963326263/nuevo-escudo-alta-resoluccion.jpg,
Alcaldía Municipal de Floridablanca en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68276,,5788360010,,,5776497583,http://www.floridablanca.gov.co,Calle 5 # 8 - 25,SANTANDER,FLORIDABLANCA,Carlos Roberto Alexander Ávila,10.386208,-73.168943,"El Municipio de Floridablanca como entidad se desarrolla conforme a los principios de dignidad, responsabilidad, transparencia, eficiencia, equidad y solidaridad, con el fin de promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes y atender a las competencias legales inherentes al Municipio.",http://www.floridablanca.gov.co/Style%20Library/img/municipio.png,
Alcaldía Municipal de Florida en Valle Del Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,76275,,5786354621,,,,http://www.florida-valle.gov.co,Calle 10 con carrera 20 esquina,VALLE DEL CAUCA,FLORIDA,,6.790011,-71.773787,"Somos un municipio, que, como ente territorial, genera acciones de paz, a partir de la planificación del desarrollo territorial, ambiental, competitivo, social e innovador, con un manejo efectivo de los recursos, en el marco de la sustentabilidad, propiciando la participación ciudadana, para mejorar las condiciones de vida de los habitantes de Florida, permitiéndoles así, consolidar el progreso del municipio",http://florida-valle.gov.co/apc-aa-files/65373566393233626239383836316237/escudo-florida-valle-diego-felipe.png,
Alcaldía Municipal de Fomeque en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25279,,5748463101,,,5718485015,http://www.fomeque-cundinamarca.gov.co,Carrera 2 # 5 - 41,CUNDINAMARCA,FOMEQUE,Amaury Escobar Varela,4.339329,-73.938543,"El municipio de Fòmeque es una entidad pùblica territorial de la divisiòn polìtica administrativa del Estado, dedicada a prestar y promover con eficiencia los servicios que l e corresponden por mandato legal, buscando el bien comùn, la convivencia con justicia y el desarrollo socio cultural para lograr el mejoramiento de la calidad de vida de los ciudadanos vinculados con èl.",http://fomeque-cundinamarca.gov.co/apc-aa-files/30333936393836633935643239306135/ESCUDO_DE_F_MEQUE_1.jpg,
Alcaldía Municipal de Fonseca en La Guajira,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,44279,,5728184745,,,,http://www.fonseca-guajira.gov.co,Calle 12 # 18 - 05,LA GUAJIRA,FONSECA,,2.064331,-78.6115,"La Administración Municipal propiciará el desarrollo socioeconómico de los habitantes del municipio de Fonseca estableciendo una infraestructura de servicios acorde con la realidad a través de mecanismos transparentes que brinden a todos oportunidades de desarrollo? en condiciones de igualdad, equidad, libertad y solidaridad en un ambiente moral, de principios éticos, aptos para el crecimiento de las nuevas generaciones.",http://fonseca-guajira.gov.co/apc-aa-files/66356263366132353263376636633632/1.jpg,
Alcaldía Municipal de Fortul en Arauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,81300,,5747957500,5747822583,5747811767,5778899160,http://www.fortul-arauca.gov.co,Carrera 25 # 5 - 45,ARAUCA,FORTUL,,5.927267,-75.672044,"La administración del Estado Local de Fortul es la responsable de generar condiciones para la protección de la vida y los derechos de la población en su territorio a través de procesos de planeación participativa, gestión pública transparente, eficiente y comprometida con respeto por la ciudadanía en la búsqueda por el bienestar, la justicia y la equidad social de nuestro pueblo.",http://fortul-arauca.gov.co/apc-aa-files/63396535316464626631303737616235/escudolisto_1.jpg,
Alcaldía Municipal de Fosca en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25281,,5728269571,,,5718490001,http://www.fosca-cundinamarca.gov.co,Calle 3 # 1 - 20,CUNDINAMARCA,FOSCA,,5.151529,-75.036245,"La administración Municipal buscará el compromiso y la participación de los ciudadanos, dentro de un contexto de confianza y honestidad para lograr que el Plan de desarrollo ""Oportunidad y Bienestar Social para Todos"" garantice hacía futuro convertir a Fosca en un municipio productivo en todos los niveles, con mejor calidad de vida y bienestar de la comunidad con una orientación democrática y participativa",http://fosca-cundinamarca.gov.co/apc-aa-files/64313161656330336361616436396230/escufos_1.jpg,
Alcaldía Municipal de Francisco Pizarro en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52520,,5786358496,,,,http://www.franciscopizarro-narino.gov.co,"Plaza Principal - Esquina, Salahonda",NARIÑO,FRANCISCO PIZARRO,,6.780253,-76.128366,"El municipio de Francisco Pizarro tiene como misión la presentación, coordinación y ejecución de programas y proyectos encaminados a obtener metas y objetivos de transformación social y economica de los diferentes sectores de la comunidad. Con la educación se pretende elevar la dignidad del ser humano como eje de desarrollo social y cultural, forjar en la comunidad la participación comunitaria.",http://franciscopizarro-narino.gov.co/apc-aa-files/61613636643230353739366334386330/escudo2_2.jpg,
Alcaldía Municipal de Fredonia en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5282,,5768560215,,,5748401338,http://www.fredonia-antioquia.gov.co,Calle 50 # 50 - 58 Parque Principal,ANTIOQUIA,FREDONIA,,3.460565,-73.619591,"Municipio de fredonia es una empresa oficial de carácter territorial y de orden municipal, que promueve el mejoramiento de la calidad de vida de sus habitantes, mediante la prestación de los servicios públicos, la construcción de obras de infraestructura, la ordenación del desarrollo del territorio, la inversión social, la promoción de la participación comunitaria, el mejoramiento de la cultura, el respeto por los derechos humanos, y el impulso del desarrollo sostenible de los recursos naturales, de acuerdo con la constitución, la ley y las características propias de la comunidad fredonita, con base en la autonomía política, fiscal y administrativa. ",http://fredonia-antioquia.gov.co/apc-aa-files/34356438613231366138323361396665/fredonialogo.png,
Alcaldía Municipal de Fresno en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73283,,5782404692,,,5782582028,http://www.fresno-tolima.gov.co,Carrera 7 # 3 - 28,TOLIMA,FRESNO,,10.523072,-74.183558,"La alcaldia municipal busca Generar bienestar social, económico y ambiental, a través del trabajo en equipo con la comunidad y las diferentes entidades locales, regionales y nacionales, fundamentada en los derechos y las normas, con una administración eficiente y eficaz, donde prime el sentido de pertenencia, el buen servicio y la calidad de vida de sus habitantes, priorizando en la familia.",http://fresno-tolima.gov.co/apc-aa-files/30616564646663376361343561333663/escudo.png,
Alcaldía Municipal de Frontino en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5284,,5718243140,,,5748595835,http://www.frontino-antioquia.gov.co,Calle 30 # 30 - 04,ANTIOQUIA,FRONTINO,,0.99686,-77.44538,"Nuestra misión es la promoción del bienestar integral, con sostenibilidad y competitividad en el contexto Regional, Departamental y Nacional   %3B    contribuyendo al mejoramiento de la calidad de vida y bienestar social de las comunidades Frontineñas, propiciando la generación de competencias en todas las personas para que accedan a los beneficios del desarrollo económico, social y político.",http://frontino-antioquia.gov.co/apc-aa-files/65316631326161616539653837313138/escudo-frontino.jpg,
Alcaldía Municipal de Fuente de Oro en Meta,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,50287,,5718240500,,,5786573071,http://www.fuentedeoro-meta.gov.co,Carrera 13 # 10 - 58,META,FUENTE DE ORO,,4.71649,-74.212635,"Nuestra alcaldia busca Formular y ejecutar políticas públicas locales enmarcadas en un proyecto compartido de territorio y de región que potencien el capital social, tejido humano y desarrollo económico local de nuestro municipio y sus habitantes, con una gestión pública eficiente, un equipo comprometido y la participación ciudadana, para trabajar integralmente para hacer de Fuentedeoro un municipio con mayor desarrollo, mejores capacidades y oportunidades para la población, el territorio y sus recursos, favoreciendo la convivencia pacífica, la sostenibilidad ambiental, la transparencia, la eficiencia en la gestión pública y la cultura ciudadana.",http://fuentedeoro-meta.gov.co/apc-aa-files/65646238303264343865313661633164/escudo.png,
Alcaldía Municipal de Fundación en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47288,,5787770152,,,5754140498,http://www.fundacion-magdalena.gov.co,Carrera 5 # 4 - 48,MAGDALENA,FUNDACIÓN,,5.404784,-73.795989,"El Municipio de Fundación tiene por finalidad adelantar procesos gerenciales que permitan la prestación óptima de servicios públicos encaminados al mejoramiento de la calidad de vida de todos sus habitantes, implementando un modelo de administración pública que facilite el seguimiento y evaluación objetiva, que genere cambios de actitud, despierte el liderazgo colectivo, el sentido de pertenencia, la solidaridad, la sana convivencia y la participación ciudadana.",http://fundacion-magdalena.gov.co/apc-aa-files/37393736393565373362323632613635/foto_escudo_fundacio_1-1-.jpg,
Alcaldía Municipal de Funes en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52287,,5715939150,,,5727789064,http://www.funes-narino.gov.co,Palacio Municipal,NARIÑO,FUNES,,4.344042,-74.361813,"La Administración Municipal de Funes se comprometerá a liderar el desarrollo comunitario bajo los principios de integración, participación, justicia social, democracia, desarrollo humano sostenible, equidad de género, respeto de las condiciones religiosas, ideológicas y sexuales.  Igualmente, se comprometerá a trabajar arduamente en la gestión de recursos en el nivel nacional y departamental para la ejecución de proyectos que beneficiarán a todos los habitantes del Municipio de Funes.",http://funes-narino.gov.co/apc-aa-files/34386336323666626231626637383162/esc.jpg,
Alcaldía Municipal de Funza en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25286,,5787527036,,,5718257620,http://www.funza-cundinamarca.gov.co,Carrera 14 # 13 - 05,CUNDINAMARCA,FUNZA,,4.693218,-73.519767,"De Frente Con La Gente ¡Juntos Avanzamos!” Como una ciudad equitativa, un territorio ordenado y ambientalmente sostenible. Con educación, trabajo, desarrollo económico y participación comunitaria, con la gestión trasparente del gobierno, logrando la movilidad social y la paz.",http://funza-cundinamarca.gov.co/apc-aa-files/30306436313931313261313363623663/logo7_web_1.jpg,
Alcaldía Municipal de Fúquene en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25288,,5728187817,,,5718585009,http://www.fuquene-cundinamarca.gov.co,Calle 6 # 2 - 39,CUNDINAMARCA,FÚQUENE,,4.991627,-73.870528,"La misión para la Administración del Municipio de Fuquene Cundinamarca, es prestar a nuestros habitantes, de manera oportuna, eficiente, equitativa los bienes y servicios indispensables para el mejoramiento de la calidad de vida, especialmente en materia de educación, salud, agua potable, vías saneamiento básico y vivienda.",http://fuquene-cundinamarca.gov.co/apc-aa-files/37373231663931613136323534346534/escudo_fuquene_1.jpg,
